"uid","domainID","siteID","plotID","trapID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDate","collectDate","boutNumber","eventID","sampleID","daysOfTrapping","cupStatus","lidStatus","fluidLevel","trapReset","samplingProtocol","recordedBy","remarks","missingRecordsPerBoutQF","duplicateCollectionEventQF","compareSetCollectDateQF"
"8D7FE2E8125C455B9A3DA9A5E9FAEEAA","D06","UKFS",,"E","deciduousForest",39.054515,-95.204505,"WGS84",1.1,319.0,0.2,"2015-06-30","2015-07-14",1,"BET.UKFS_005.2015.01","UKFS_005.E.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","wQI+SYME+gp5aE3exkvue/3hlf9H61j3",,0,0,0
"B541806423C64769A661F6D9033E453A","D06","UKFS",,"S","deciduousForest",39.033626,-95.198569,"WGS84",1.1,319.7,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_006.2015.01","UKFS_006.S.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI",,0,0,0
"EAAF731650DF4DF3A7FD5A721747E625","D06","UKFS",,"E","deciduousForest",39.052690,-95.185750,"WGS84",1.1,315.6,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_010.2015.01","UKFS_010.E.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","wQI+SYME+gp5aE3exkvue/3hlf9H61j3",,0,0,0
"A6F5181DB81843A3A526D49FA156642C","D06","UKFS",,"W","deciduousForest",39.052681,-95.186212,"WGS84",1.1,315.6,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_010.2015.01","UKFS_010.W.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","wQI+SYME+gp5aE3exkvue/3hlf9H61j3",,0,0,0
"B23C620475064865892E129648758D22","D06","UKFS",,"N","deciduousForest",39.043367,-95.202728,"WGS84",1.1,321.4,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_004.2015.01","UKFS_004.N.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI",,0,0,0
"E2C1A9BBE99E4BE7AC714AABEC8B73F5","D06","UKFS",,"W","grasslandHerbaceous",39.045353,-95.201621,"WGS84",1.2,323.5,0.5,"2015-06-30","2015-07-14",1,"BET.UKFS_009.2015.01","UKFS_009.W.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","wQI+SYME+gp5aE3exkvue/3hlf9H61j3",,0,0,0
"FE64FC19072848069F90BE93677FBD58","D06","UKFS",,"N","deciduousForest",39.052822,-95.188070,"WGS84",1.1,324.9,0.2,"2015-06-30","2015-07-14",1,"BET.UKFS_003.2015.01","UKFS_003.N.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","wQI+SYME+gp5aE3exkvue/3hlf9H61j3",,0,0,0
"4A49B22BF2DA4D48B156F6DE57E74405","D06","UKFS",,"W","deciduousForest",39.033802,-95.198806,"WGS84",1.1,319.7,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_006.2015.01","UKFS_006.W.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI",,0,0,0
"ADF88A26D93A4CFAB2C71526C32B9BA6","D06","UKFS",,"E","deciduousForest",39.033696,-95.189679,"WGS84",1.1,280.8,0.2,"2015-06-30","2015-07-14",1,"BET.UKFS_008.2015.01","UKFS_008.E.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI",,0,0,0
"55C829716A9046C59FCE96029418CB0D","D06","UKFS",,"S","deciduousForest",39.043007,-95.202717,"WGS84",1.1,321.4,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_004.2015.01","UKFS_004.S.20150714",14,"disturbed","disturbed","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI","Lid chewed on and was well above ground.  Could have eroded or been dug.",0,0,0
"0867F78D25E84CAD8EF5287B9E3E1A88","D06","UKFS",,"N","deciduousForest",39.033986,-95.198580,"WGS84",1.1,319.7,0.1,"2015-06-30","2015-07-14",1,"BET.UKFS_006.2015.01","UKFS_006.N.20150714",14,"ok","ok","ok","Y","NEON.DOC.014050","77todYjt/jkS7ch3SPrT+HLnOarQO0yI",,0,0,0
