"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","otherVariablesPresent","otherVariables","percentCover","samplingProtocol","measuredBy","recordedBy","remarks","duplicateVariablesBout1m2QF"
"8A94A3FE979147EC9C8598CC4F7AAEEC","D14","JORN",,"41.1.1",32.592149,-106.843335,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","otherNonVascular",4,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"B12F91651CEE4CD1BE436A20A0DE51B7","D14","JORN",,"41.1.1",32.592149,-106.843335,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","rock",0.5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"99EF128C003E44C7B73CEBF2A4611657","D14","JORN",,"40.1.1",32.592153,-106.843439,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","otherNonVascular",8,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"A4961CF371FE477AAA2D4153681A71AD","D14","JORN",,"40.3.1",32.592234,-106.843441,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","soil",2,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"25C337E9B288444F969C22A51E4AAD84","D14","JORN",,"40.3.1",32.592234,-106.843441,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","litter",20,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"518013E7AECF4626B0EC65088D94A4E8","D14","JORN",,"40.3.1",32.592234,-106.843441,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","wood",7,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"F88C2B4DCB214B11B5577663DD0E65FF","D14","JORN",,"32.4.1",32.592138,-106.843242,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","litter",4,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"31D1DCE1E64044DA81827FB2FBEE69C9","D14","JORN",,"32.4.1",32.592138,-106.843242,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","rock",0.5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"5EC038673FE645AB9558723D59240A8E","D14","JORN",,"32.4.1",32.592138,-106.843242,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","soil",40,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"DADE42340FE4490B86861098E0070908","D14","JORN",,"40.1.1",32.592153,-106.843439,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","litter",5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"EA4D3DE127844A2D8D25BAB7215959C6","D14","JORN",,"40.1.1",32.592153,-106.843439,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","scat",0.5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"D0EFC007F74F45B2980EF38131BD2F49","D14","JORN",,"32.2.1",32.592056,-106.843240,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","rock",0.5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
"B460D938E0044C48B1B2A54897891D6A","D14","JORN",,"32.2.1",32.592056,-106.843240,"WGS84",0.3,"2015-08-17",1,"DIV.JORN.2015.1","Y","wood",0.5,"NEON.DOC.014042","cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9","mOcIykOnDgd3QV5gHrl8B5rxlWe9VRn+",,0
