"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","otherVariablesPresent","otherVariables","percentCover","samplingProtocol","measuredBy","recordedBy","remarks","duplicateVariablesBout1m2QF"
"633702F8CC384F97B0E8F867318F08E3","D11","OAES",,"41.1.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","standingDead",5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"E74126AFD31D4974A84B7D68D47F0AC5","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","standingDead",7,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"2C17FA8C702747478693CBCFDCE409E0","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","litter",5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"78A1EB7E22CE44C9B54DDFDD6E2993AB","D11","OAES",,"40.3.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","lichen",0.5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"70A6D861D8224624AA97ACB130E4B551","D11","OAES",,"40.3.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","soil",10,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"BC9275651543459A8C7139D84AD3A57A","D11","OAES",,"41.1.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","soil",5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"1675258A236C4FF592EE691BDE11C71A","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","scat",0.5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"D6A6B00ABA744009BB519D7F0AD374EA","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","soil",20,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"6C54BB192E3444F496481468C3EED567","D11","OAES",,"41.1.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","litter",7,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
"AD2B4CB3B519404DB055C9E46DDBE5DB","D11","OAES",,"32.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","standingDead",5,"NEON.DOC.014042","nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,0
