"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"14280283CEDE4503BA229BCDF3A9C061","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Half-dead grass","NEON.DOC.014042",,"qwYRJUJUUn1NQYSSsfG9DieoOsSI/sT2",,,,0,0,0
"C1E5404EED124F08BE7073143A18F332","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","species","cf. species",,"NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
"4B696ED4EEFC4114894D7B126D0CB197","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Flat perigynia sedge","NEON.DOC.014042",,"qwYRJUJUUn1NQYSSsfG9DieoOsSI/sT2",,,,0,0,0
"3746610CFA564133B109E73EE1739275","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Sheath bloomer","NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
"DF781377B5AE4FBEA4A18419D3884ABD","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Tiny G","NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
"FFC3B8E43D244B03AE45CC958DE3B43C","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","ALPE4","Alliaria petiolata (M. Bieb.) Cavara & Grande","species",,,"NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
"20E5463AD48D465BA52D5452D360E734","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","ROPS","Robinia pseudoacacia L.","species",,,"NEON.DOC.014042",,"qwYRJUJUUn1NQYSSsfG9DieoOsSI/sT2",,,,0,0,0
"E8A77D6B6BBB41DE82E435A41258D44B","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","GAAP2","Galium aparine L.","species",,,"NEON.DOC.014042",,"qwYRJUJUUn1NQYSSsfG9DieoOsSI/sT2",,,,0,0,0
"C4A803493F1B4C4DB31D3E3FBB21E868","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Whorled bleeding vein","NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
"EAEE7C9B9FED44709241DB288F0BE707","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","VIOLA","Viola sp.","genus",,,"NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M","lumping viola",,,0,0,0
"7B763C83A58946CFACF8E392B16BF12B","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","POTEN","Potentilla sp.","genus",,,"NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M","some leaves rounded, some more toothed",,,0,0,0
"0B6EB15C7310460DAF17B48B4869ADC1","D06","UKFS",,39.035200,-95.194400,"WGS84",,,292.1,,"2015-06-08",1,"DIV.UKFS.2015.1","Y","POPE","Podophyllum peltatum L.","species",,,"NEON.DOC.014042",,"IwiAeKKpgyDNoYNXo7Ff5Z9mnt7Mfl5M",,,,0,0,0
