"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","morphospeciesIDRemarks","taxonIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF","duplicateTaxonIDPerBout100m2QF"
"EAA76E1EE9B04FCAAD59A5FB45C215DE","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"50938913928847E38F955F2C0A606F55","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","VIROR","Vitis rotundifolia Michx. var. rotundifolia","variety",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"5FE281468CC5432D8E9C058C3DF08D2F","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","SAAL5","Sassafras albidum (Nutt.) Nees","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"810B154A1CC442408717093245DD9ACD","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","SCEL","Scutellaria elliptica Muhl. ex Spreng.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"2BA7625E21D4495780A48AD14428D464","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","SMLA","Smilax laurifolia L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"21B15FF85BB84D6FA5D10096D25B303A","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","QUMA3","Quercus marilandica Münchh.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"C447C2746C1141BC9A31BFCE93B574C1","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","RHCO","Rhus copallinum L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"4BE58C571CF749B39457C03F89381C5E","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","RUCA4","Ruellia caroliniensis (J.F. Gmel.) Steud.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"C148B631218E4C349F46F2F93B633EF7","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","RUHI","Rubus hispidus L.","species","cf. species",,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"F930A9AE26434E74B35DF89BD0E3C55C","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species","cf. species",,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"34DA84080AA44542ACD4EE29568F0DAA","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","PINUS","Pinus sp.","genus",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"C3DAC9A30FB84FB5ADBA3D8219313DF6","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","POACEA","Poaceae sp.","family",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"A25145BC0AD44C08898CA1EC9F890C51","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","OSVI","Ostrya virginiana (Mill.) K. Koch","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"B62BECD28D0343B698BF953E4F319DB4","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","OXALI","Oxalis sp.","genus",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"DD0D963790DC464182DC13C05E2D994C","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","PANIC","Panicum sp.","genus",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"6BD7A4590B2F40FFA958A93891F1E9C6","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","PAQU2","Parthenocissus quinquefolia (L.) Planch.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"E808B4AAE09346568A8A0D9FF592AB60","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","LECU","Lespedeza cuneata (Dum. Cours.) G. Don","species","aff. species",,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"C33FA2BE8EAF459FA8A67B55EDA4A9BC","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","LIST2","Liquidambar styraciflua L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"F67964FCD29B48AAA02DBB32981BA0F4","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","LITU","Liriodendron tulipifera L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"925FC2F72C41409195CF65882D22DAEF","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"5DDD4EDC56C0465C90AD4AABB3DB108D","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","EUCO10","Euphorbia corollata L.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"59F57C38351B4326B7C284A2D477BA5D","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","GACI2","Galium circaezans Michx.","species","cf. species",,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"23D94674BB5B490EBC9F22F75D91648C","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","GALIU","Galium sp.","genus",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"5132B665238345AA98A98AB9758171B3","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","ANGY2","Andropogon gyrans Ashe","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"AC68B18A581E4D3396CCC35FB394F260","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","ARIST","Aristida sp.","genus","cf. genus",,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
"04893CD7A8DE4C7A9637AEBE768CE7C7","D08","TALL",,"41",32.897170,-87.397293,"WGS84",2.3,"2014-06-12",1,"DIV.TALL.2014.1","Y","CATO6","Carya tomentosa (Lam.) Nutt.","species",,,"NEON.DOC.014042",,"KFr7JcBjQm9J5uplJHTZe2CPbWEwyKSf","1BXlVo/+sgQnzGKl3MtQcn6rxZDFIa/f",,,,0,0,0,0
