"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"548596288757453398AF97C5CA897C0E","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","GUTIE","Gutierrezia sp.","genus",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"4091E4532FC246DFA272B4D9C95DD722","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","DAPO","Dalea pogonathera A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"776D16750E0B4A6CB3F7A52C94787AA9","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","SPFE","Sphaeralcea fendleri A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"3A80D365165F462CB42435779B36E1DF","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","MUPO2","Muhlenbergia porteri Scribn. ex Beal","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"5B4E23704CEB4F4A89E815D3EEFB80E3","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","POJA5","Pomaria jamesii (Torr. & A. Gray) Walp.","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"E62E50D9280C4F65BF8E7A7D24DD8D7C","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","HODR","Hoffmannseggia drepanocarpa A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"11D11D84AA8B4D4F93DD084BE0AFE2A6","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","DANA","Dalea nana Torr. ex A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"9C31B41E7B8147BFB3A27BC6AE9ED347","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","GUSP","Gutierrezia sphaerocephala A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"586388D21944448A87CF4157FBB3583B","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","SELE6","Setaria leucopila (Scribn. & Merr.) K. Schum.","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
"BE5C74564A99478EBD4E55311DE3214D","D14","JORN",,32.592144,-106.843340,"WGS84",,,1321.9,,"2015-08-17",1,"DIV.JORN.2015.1","Y","HOHU","Houstonia humifusa (A. Gray) A. Gray","species",,,"NEON.DOC.014042",,"cyBtucnFNGpJI8jm2+Rz1Zm1rXj26jk9",,,,0,0,0
