"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"9D43FE6DD1194A33A3BC4FD4D522D171","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","CRCA6","Croton capitatus Michx.","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"850178997C4549939566FF358CD7DF33","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","ASNU4","Astragalus nuttallianus DC.","species",,,0.5,"N",20.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"B1B18C10F99C4D75B153942C748A750F","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,50,"N",33.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"951A871775354F24861BB9568E49E8F8","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","AMPS","Ambrosia psilostachya DC.","species",,,5,"N",32.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"9A1819B254C34559938EEDF0C8BBAC45","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","BRTE","Bromus tectorum L.","species",,,0.5,"N",35.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"0BC5186EB88A48F383C0E13DE6D1923B","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","DRRE2","Draba reptans (Lam.) Fernald","species",,,0.5,"N",1.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"0F824C3428AE4C49B1B379897A47FFCF","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","PLVI","Plantago virginica L.","species",,,0.5,"N",23.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"1B83F17795384F00B63902D0EDCB2AAC","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,0.5,"N",25.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"FDBBC50243074ABFA82EA991105A4417","D11","OAES",,"41.4.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","ARSE2","Arenaria serpyllifolia L.","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
"739C300C28854795AED09A920ECF1756","D11","OAES",,"41.1.1",,,,,"2015-06-09",1,"DIV.OAES.2015.1","Y","2PLANT","Unknown plant","kingdom",,"Sage-like",10,"N",36.0,"NEON.DOC.014042",,"nLY7eam4tn5KvmhUGKXYjL1ERBP4294P","C0Kcj60NM2i6Hyiei+7ZMrFcIelEO7Hg",,,,0,0
